"cd","twoway18","twoway16","fund_diff","open_seat","IE_diff","rscandal_ai","dscandal_ai","total_funding","r_incumbent_running","d_incumbent_running","nnu","m4a_total_tone_weight","dchallengerwoman_ai","dchallengerpersonofcolor_ai","dchallengermiliarybackground_ai","d_ideo"
"MO01",82,80,8.80045845410862,0,0,0,0,13.4057792927348,"No","Yes",1,0.979067165736907,0,0,0,-2.65553651
"MO02",48,44,-0.263495236004213,0,9.90728035077482,0,0,15.5027710828679,"Yes","No",0,-0.741243445860643,0,0,0,-2.11113208
"MO03",34,29,-4.2277789712015,0,0,0,0,14.6804309482723,"Yes","No",1,NA,1,0,0,-1.552482032
"MO04",34,31,-1.01699062337316,0,0,0,0,14.3661105050747,"Yes","No",1,0.0837705686409527,1,0,0,-1.632685123
"MO05",63,57,2.43535555190174,0,0,0,0,14.0583097296912,"No","Yes",1,0,0,0,0,-2.62623307
"MO06",33,34,-3.90868280819601,0,0,0,0,14.3751288658965,"Yes","No",1,NA,0,1,1,-1.179055595
"MO07",31,26,-3.29791982482654,0,0,0,0,14.2775897088064,"Yes","No",1,-0.28136336345163,0,0,1,-1.435199666
"MO08",26,22,-2.32228854256926,0,0,0,0,14.5926431251528,"Yes","No",1,NA,1,0,0,-1.215092274
"MS01",32,33,-1.77795789023836,0,0,0,0,13.8976808223216,"Yes","No",1,0,0,0,0,-1.640333441
"MS03",37,38,NA,1,0,0,0,NA,"No","No",0,NA,0,0,0,-0.81670849258
"MS04",31,29,-1.61673065324865,0,0,0,0,13.7363623451109,"Yes","No",0,NA,0,1,0,-1.696657509
"MT01",47,39,-0.859810407031089,0,0,1,0,16.4540073247793,"Yes","No",0,NA,0,0,0,-2.27124292
"NC01",70,69,3.23512488608121,0,0,0,0,13.5954120657482,"No","Yes",1,NA,0,0,0,-1.9124032
"NC02",47,45,-0.566982598661194,0,-1.62979385258478,0,0,15.3785518372468,"Yes","No",0,0.795211795864135,1,1,0,-2.15520415
"NC04",75,71,NA,0,0,1,0,NA,"No","Yes",1,NA,0,0,0,-1.88728009
"NC05",43,41,-1.80839810560247,0,0,0,0,14.8241700752533,"Yes","No",1,NA,1,1,0,-1.61637304
"NC06",44,42,-1.36236524418065,0,0,0,0,14.3274091518918,"Yes","No",0,NA,0,0,0,-1.171644144
"NC07",43,41,-0.584845773251806,0,0,0,0,14.709385052838,"Yes","No",0,-1.58731297539138,1,0,0,-1.614107867
"NC08",45,42,-1.2547851163787,0,0,0,0,14.9840830936163,"Yes","No",0,NA,0,0,0,-0.983158253
"NC09",50,44,1.1260058161546,1,-0.428220919341937,0,0,15.9942974668906,"No","No",0,0.0884534334231526,0,0,0,-1.234514185
"NC10",41,37,-3.36673216269188,0,0,0,0,15.176019004119,"Yes","No",1,0.254174329437308,0,0,0,-1.052717751
"NC11",40,35,-2.08517561617901,0,0,1,0,14.5821089514874,"Yes","No",1,0.765586660405481,0,0,0,-1.363402666
"NC12",73,71,NA,0,0,0,0,NA,"No","Yes",1,0,0,0,0,-2.41238291
"NC13",47,45,0.548957825524265,0,-0.218462758063596,0,0,15.7092483240913,"Yes","No",0,0.836271942985207,1,0,0,-1.88509139
"ND01",38,30,-0.843177402341235,1,0,0,0,14.7441707279343,"No","No",0,NA,0,0,0,-1.73021222
"NE01",40,38,-2.35892534552176,0,0,0,0,13.6430133280457,"Yes","No",0,NA,1,0,0,-2.05471287
"NE02",49,49,0.00506397947063641,0,-14.1501961995746,0,0,15.474147212041,"Yes","No",1,0.595173992861078,1,0,0,-3.04112678
"NE03",23,21,-2.72714731457275,0,0,0,0,14.0804639139936,"Yes","No",1,0.256438743407337,0,0,0,-1.370200148
"NH01",55,49,0.559647205402586,1,13.3115645486232,0,0,15.0646948821724,"No","No",0,0.685289620392854,0,0,0,-2.45782079
"NH02",57,52,1.98798473655755,0,0,0,0,15.1594673417524,"No","Yes",0,NA,0,0,0,-2.20341805
"NJ01",66,63,5.05463932272928,0,0,0,0,14.6076684673886,"No","Yes",1,-0.693147180559945,0,0,0,-1.97930487
"NJ02",54,47,1.79864560309587,1,9.30264604276021,0,0,14.609116758454,"No","No",0,1.28847096480963,0,0,0,-0.807512829
"NJ03",51,47,0.297026125460168,0,-0.306812372500637,0,0,16.2335887520481,"Yes","No",0,0.0975800946089188,0,1,0,-2.55715087
"NJ04",44,42,0.340450203013809,0,0,0,0,14.9714127064626,"Yes","No",0,NA,0,0,1,-2.09942346
"NJ05",57,49,2.01026635941774,0,13.3130184471544,0,0,15.8871698173368,"No","Yes",0,NA,0,0,0,-1.54775127
"NJ06",64,58,NA,0,0,0,0,NA,"No","Yes",0,-0.323461166499944,0,0,0,-1.93030239
"NJ07",53,51,0.866896249577362,0,-0.0816392162693234,0,0,16.0079949371809,"Yes","No",0,0.355580051940698,0,0,0,-2.24116436
"NJ08",80,78,4.34744624909435,0,0,0,0,13.0520745737027,"No","Yes",1,-0.693147180559945,0,0,0,-1.94492661
"NJ09",71,66,NA,0,0,0,0,NA,"No","Yes",0,0.823906558658784,0,0,0,-1.92504531
"NJ10",90,87,NA,0,0,0,0,NA,"No","Yes",1,-0.693147180559945,0,0,0,-2.10511776
"NJ11",58,49,1.64065356032743,1,14.2951519692249,0,0,16.1456537336772,"No","No",0,0.66942705100767,1,0,1,-1.9741779
"NJ12",69,67,3.61026584571937,0,0,0,0,13.7548785936209,"No","Yes",1,-1.09861228866811,0,0,0,-2.68755934
"NM01",62,60,1.93423643600531,1,0,0,0,14.7422518994917,"No","No",1,1.18910521291782,1,1,0,-2.70589472
"NM02",51,44,1.15735468368491,1,-0.4086852873924,0,0,15.6596148786665,"No","No",0,0.879612567214945,1,1,0,-2.62363684
"NM03",67,58,NA,0,0,0,0,NA,"No","Yes",0,-0.0565993051840292,0,0,0,-2.32192645
"NV01",68,65,NA,0,0,0,0,NA,"No","Yes",1,-0.0218338620201237,0,0,0,-2.35316484
"NV02",42,43,-2.04714716147196,0,0,0,0,14.1626630711275,"Yes","No",0,0.693147180559945,0,0,0,-1.64687
"NV03",55,49,0.703652006988471,1,0.469222820835405,0,0,15.8443398443494,"No","No",0,1.79175946922805,1,0,0,-2.01822786
"NV04",54,53,4.64489548769652,1,0.389844339984764,0,0,14.6506913942557,"No","No",0,0.283998338454063,0,1,0,-2.2200424
"NY01",47,43,0.123546120650466,0,10.9835793915669,0,0,16.073271991697,"Yes","No",1,1.51818801404246,0,0,0,-2.35204979
"NY02",47,45,0.393467608089172,0,0,0,0,15.0139089671793,"Yes","No",1,2.11809955586232,1,0,0,-2.20166761
"NY03",59,53,1.79762183946168,0,0,0,0,14.9774021596751,"No","Yes",0,NA,0,0,0,-1.1829526
"NY04",61,55,3.35319660167513,0,0,0,0,14.2107239294678,"No","Yes",0,0,0,0,0,-1.99828426
"NY09",90,86,5.6412638167369,0,0,0,0,13.9071068589411,"No","Yes",1,0.833229223438195,0,0,0,-2.69426782
"NY10",82,80,2.88135380298982,0,0,0,0,14.2561360575212,"No","Yes",1,-0.728151518572252,0,0,0,-2.68674169
"NY11",53,45,0.58550703660558,0,0,0,0,15.8012724627818,"Yes","No",0,0.297503165829135,0,0,1,-1.73093473
"NY12",88,86,4.05418936588407,0,0,0,0,14.5543400640765,"No","Yes",1,1.84214981092419,0,0,0,-2.09837348
"NY13",95,95,4.93740905570369,0,0,0,0,13.6319532299195,"No","Yes",1,-0.277323691336977,0,0,0,-2.15894355
"NY14",85,80,5.57287749909887,0,0,0,0,14.583791820119,"No","No",1,0.967720381217006,1,0,0,-4.05634587
"NY15",96,95,NA,0,0,0,0,NA,"No","Yes",1,0.575988315555331,0,0,0,-1.502689293
"NY18",55,49,1.97585580033846,0,0,0,0,14.942507688207,"No","Yes",0,-0.626984441026917,0,0,0,-2.20624077
"NY19",53,46,0.841982377361725,0,-0.399299168953853,0,0,16.3978390942126,"Yes","No",0,1.15926070365917,0,1,0,-2.5990662
"NY20",66,57,NA,0,0,0,0,NA,"No","Yes",1,0,0,0,0,-2.0102847
"NY21",43,43,-0.595543238279178,0,0,0,0,15.287076406677,"Yes","No",1,0.133067473824241,1,0,0,-2.01189002
"NY22",51,41,0.332830505163041,0,-0.325358873985264,0,0,15.8911548090533,"Yes","No",0,-0.0891935800040399,0,0,0,-1.56926721
"NY23",46,42,-0.664581857583759,0,0,0,0,15.4694649936548,"Yes","No",1,0.489021991531964,1,0,0,-2.13939974
"NY24",47,52,-0.0157201569302599,0,0.281412092593397,0,0,15.5229120758441,"Yes","No",1,-0.034316373770061,1,0,0,-2.766558
"NY25",59,59,0.645310255536361,1,0,0,0,14.8771174104735,"No","No",0,0.399165991616628,0,0,0,-1.75870454
"NY26",73,60,9.29142016015732,0,0,0,0,13.8966825539056,"No","Yes",1,0,0,0,0,-1.82823441
"NY27",50,37,-0.0114298635193169,0,0,1,0,14.7815740339752,"Yes","No",1,1.09861228866811,0,0,0,-1.61646851
"OH01",48,47,0.753877412145784,0,-1.08906876347315,0,1,15.622826398623,"Yes","No",0,1.29060174725416,0,1,0,-2.68530208
"OH02",41,42,-0.87887279922639,0,0,0,0,14.5410777349053,"Yes","No",1,-0.332757722381225,1,0,0,-1.87958294
"OH03",74,70,NA,0,0,0,0,NA,"No","Yes",1,0,0,0,0,-2.33600289
"OH04",35,33,-0.579901273640033,0,0,1,0,14.4835919603162,"Yes","No",1,NA,1,0,0,-1.7085955
"OH05",36,37,-2.00798573357868,0,0,0,0,14.4011789085999,"Yes","No",1,NA,0,0,0,-1.69285868
"OH06",31,28,-4.44073609883686,0,0,0,0,14.4969088498351,"Yes","No",0,0,1,0,0,-1.67594403
"OH07",41,34,1.06363041222932,0,12.2443554189555,0,0,15.2301663032504,"Yes","No",0,0,0,0,1,-1.369333803
"OH08",33,32,-2.49709082478072,0,0,0,0,13.646556425717,"Yes","No",0,NA,1,1,0,-1.67123398
"OH09",68,61,2.93385120407196,0,0,0,0,13.6085692633245,"No","Yes",1,0.229243337420178,0,0,0,-2.22839176
"OH10",43,46,-0.0239371268577089,0,0,0,0,14.7110605970163,"Yes","No",1,0.693147180559945,1,0,0,-2.02509108
"OH11",82,83,3.57083243822971,0,0,0,0,13.5833674190722,"No","Yes",1,1.04307412704079,0,0,0,-2.87683322
"OH12",48,44,1.20726647793635,0,2.81417108334579,0,0,16.2177543540338,"Yes","No",0,NA,0,0,0,-2.06766692
"OH13",61,53,2.83945687496923,0,0,0,0,14.3451496022757,"No","Yes",1,-0.622115332990504,0,0,0,-1.99228201
"OH14",45,44,-0.13137227662569,0,9.90348755253613,0,0,15.3877424823228,"Yes","No",0,NA,1,0,0,-2.18113824
"OH15",41,42,-1.12663227198549,0,0,0,0,15.5065848687029,"Yes","No",1,0.693147180559945,0,0,0,-1.49278001
"OH16",43,42,-1.40727996419163,1,0,0,0,14.6933196088136,"No","No",0,0.487117918116075,1,0,0,-1.662704566
"OK01",41,35,-1.98863726116304,1,0,0,0,15.0223325684446,"No","No",1,NA,0,0,0,-1.106516717
"OK02",32,24,-2.43763076104205,0,0,0,0,14.3565862498469,"Yes","No",0,NA,0,0,0,-0.391026920069
"OK03",26,22,NA,0,0,0,0,NA,"Yes","No",0,NA,0,0,0,-0.55759729081
"OK04",34,30,-4.74325814972807,0,0,0,0,14.4925656932957,"Yes","No",0,0,1,0,0,-0.43019504597
"OK05",51,43,0.294853258226757,0,0,0,0,14.6218727923754,"Yes","No",0,0,1,0,0,-1.210144682
"OR01",67,62,NA,0,0,0,0,NA,"No","Yes",1,0,0,0,0,-2.62758974
"OR02",41,39,-1.39970326822989,0,0,0,0,15.716726888857,"Yes","No",0,0.693147180559945,1,0,0,-2.53897441
"OR04",58,50,2.16812900311496,0,0,0,0,14.5067855170108,"No","Yes",1,NA,0,0,0,-2.68226145
"OR05",57,52,4.07612829746133,0,0,0,0,14.5649679135447,"No","Yes",0,-1.17561139491571,0,0,0,-1.6084303
"PA01",49,51,1.41497569938272,0,-2.59548585400447,0,0,16.6849001983057,"Yes","No",1,1.51371714861355,0,0,0,-2.19041875
"PA02",79,74,NA,0,0,0,0,NA,"No","Yes",1,NA,0,0,0,-1.356357494
"PA03",93,93,4.13077411720692,0,0,0,0,13.9491124793516,"No","Yes",1,NA,0,0,0,-2.5330082
"PA04",63,60,1.03179601171833,1,0,0,0,14.4795802255444,"No","No",1,-0.0749116510266994,1,0,0,-2.00610091
"PA05",65,65,1.31209227435025,1,0,0,0,14.7145331581531,"No","No",1,1.22518501704912,1,0,0,-2.06398759
"PA06",59,55,2.77914362757969,1,0,0,0,15.3469489801005,"No","No",0,0.71632327796529,1,0,1,-1.97483967
"PA07",55,51,1.21448173926355,1,14.2574226642376,1,0,15.2754808781122,"No","No",1,0.967692184050099,1,0,0,-2.14909925
"PA08",55,45,-0.205997830517017,0,-13.2291834274235,0,0,15.5058968441403,"No","Yes",1,-0.184817654298704,0,0,0,-1.90091369
"PA09",40,32,-0.328155558133723,1,0,0,0,15.1688934159418,"No","No",0,NA,0,0,0,-1.370517225
"PA10",49,45,0.401800084507722,0,13.2830986170728,0,0,15.1251109387841,"Yes","No",0,-0.766837491740125,0,0,1,-1.43281056
"PA11",41,36,0.0414987470926259,0,0,0,0,15.1547341761125,"Yes","No",1,1.07169017724682,1,0,0,-2.85071423
"PA12",34,31,-1.61952221013203,0,0,0,0,13.7608875155874,"Yes","No",1,0.568865915502298,0,0,0,-1.292645127
"PA13",30,27,-3.77472319203225,1,0,0,0,14.2582879760489,"No","No",0,0,0,0,0,-1.326597439
"PA14",42,35,-0.457085557172627,1,0,0,0,14.3928018890261,"No","No",0,0.540662583225168,1,0,0,-1.73274565
"PA15",32,28,-2.26287829941959,0,0,0,0,14.244365785258,"No","No",1,0,1,0,0,-1.578925464
"PA16",47,40,-0.387794490111619,0,13.5575257894891,0,0,15.285214321537,"Yes","No",0,NA,0,0,1,-1.53163232
"PA17",56,49,1.04795701012502,0,3.04563558087724,0,0,16.3266794260782,"Yes","Yes",0,0.165447691980549,0,0,0,-1.84728636
"RI01",67,64,NA,0,0,0,0,NA,"No","Yes",1,0,0,0,0,-2.54763457
"RI02",64,54,5.45380142833969,0,0,0,0,13.9672333184937,"No","Yes",1,0,0,0,0,-2.092279
"SC01",51,43,0.387428723037893,1,-12.3389062947884,0,0,15.2373473540243,"No","No",0,-0.145635904174691,0,0,0,-1.373776736
"SC02",43,41,-2.12106429788925,0,0,0,0,14.1656364576509,"Yes","No",1,NA,0,0,1,-0.029059152261
"SC03",31,30,-1.07091089196812,0,0,0,0,13.997840389724,"Yes","No",1,0,1,0,0,-0.9412381308
"SC04",38,37,-3.28299226019711,1,0,0,1,14.4551012270972,"No","No",0,0.693147180559945,0,1,0,-1.167723973
"SC05",42,41,-0.241744257428618,0,0,0,1,15.3494807206275,"Yes","No",0,0.321167924967632,0,0,0,-1.420491708
"SC06",71,69,5.4192892710403,0,0,0,0,14.509538530513,"No","Yes",1,-1.08599893565495,0,0,0,-1.92757721
"SC07",40,40,-4.09059148615855,0,0,0,0,14.2812423885564,"Yes","No",1,0,0,1,1,-0.5385361975
"SD01",38,34,-0.64498220069762,1,0,0,0,14.7492374408056,"No","No",0,NA,0,0,0,-1.272462248
"TN01",21,21,-0.786446321143216,0,0,0,0,13.16607682923,"Yes","No",1,NA,0,0,0,-0.973228028
"TN02",33,32,-1.13516822014198,1,0,0,0,14.1840715906406,"No","No",0,0,1,0,0,-2.08510531
"TN03",35,32,-1.45949786289918,0,0,0,0,14.2575361002296,"Yes","No",0,NA,1,0,0,-1.333903057
"TN04",35,28,0.0741252074036406,0,0,1,0,13.9388587460602,"Yes","No",1,-0.452222931859801,1,0,0,-1.447225537
"TN05",68,60,NA,0,0,0,0,13.2355583752041,"No","Yes",1,NA,0,0,0,-1.5731443
"TN06",29,25,-4.76736032999265,1,0,0,0,15.4806468114061,"No","No",0,NA,0,0,0,-0.8424574936
"TN07",32,29,-1.60492513382756,1,0,0,0,14.8992652538742,"No","No",1,0.539533916323743,0,0,0,-1.56095167
"TN08",31,32,-5.24048026945217,0,0,0,0,14.4042646103518,"Yes","No",0,NA,1,1,0,-0.75897225441
"TN09",81,80,1.97074976438639,0,0,0,0,13.315639002063,"No","Yes",1,NA,0,0,0,-2.55085666
"TX01",27,26,-2.84149854244436,0,0,0,0,13.6812947140135,"Yes","No",0,NA,1,1,1,-2.042295136
"TX02",46,45,-0.194209881861536,1,0,0,0,15.0397483091708,"No","No",0,0,0,0,0,-2.13119684
"TX03",45,43,-2.67702036218169,1,0,0,0,15.4223582827568,"No","No",1,0,1,0,0,-2.2017522
"TX04",23,23,-3.60437145594455,0,0,0,0,13.9121528137976,"Yes","No",1,NA,1,0,0,-1.504585887
"TX05",38,35,-2.1182087489163,1,0,0,0,13.9673032313067,"No","No",1,NA,0,0,0,-0.8963711873
"TX06",46,44,0.0426433039861162,1,0,0,0,14.1835637464653,"No","No",0,0.753188178536515,1,1,0,-2.13836366
"TX07",52,51,0.574839045520454,0,-0.718993233140827,0,0,16.0908616174167,"Yes","No",0,1.99815514448118,1,0,0,-2.47164323
"TX08",26,25,-5.03466498639778,0,0,0,0,15.4850090122104,"Yes","No",0,0,0,0,0,-1.667226293
"TX10",48,45,-1.31760004520535,0,0,0,0,14.655335528591,"Yes","No",1,0.190550473676284,0,0,0,-2.09876922
"TX11",18,20,-3.25009191119938,0,0,0,0,14.6495948987559,"Yes","No",1,NA,1,0,0,-2.06030426
"TX12",35,34,-2.30038805446759,0,0,0,0,14.6440017536056,"Yes","No",1,0,1,1,0,-2.18008323
"TX13",17,18,-3.30617573329652,0,0,0,0,14.1685085251017,"Yes","No",1,NA,0,0,1,-1.474491902
"TX14",40,40,-1.33654985047775,0,0,0,0,13.8324196402488,"Yes","No",1,0,1,1,0,-2.02656668
"TX15",61,59,4.06412378356598,0,0,0,0,14.1038033613819,"No","Yes",1,0,0,0,0,-1.88846705
"TX16",72,72,3.36205537000901,1,0,0,0,14.2180282868144,"No","No",1,1.37963306362399,1,1,0,-2.39987837
"TX17",42,41,-2.3484233923373,0,0,0,0,14.231410044772,"Yes","No",0,NA,0,0,0,-1.655186317
"TX18",78,79,4.20719093434719,0,0,0,0,13.5169642158111,"No","Yes",1,0.858425710767233,0,0,0,-2.88847584
"TX19",25,25,-2.58504483831375,0,0,0,0,14.2021068034823,"Yes","No",1,0.693147180559945,0,1,0,-2.1653801
"TX21",49,45,0.539813927680458,1,12.1195993055908,0,0,15.4538526448256,"No","No",0,0.853493541676474,0,0,1,-1.85362303
"TX22",48,46,0.062178573714413,0,0,0,0,14.970980362985,"Yes","No",1,-0.693147180559945,0,1,0,-1.82270594
"TX23",50,52,0.182086818691849,0,-1.56858987966604,0,0,16.2455304875437,"Yes","No",1,1.8330542221711,1,1,1,-3.08387156
"TX24",48,47,-2.4371945101131,0,0,0,0,14.1174221094729,"Yes","No",1,0,1,0,0,-1.676847112
"TX25",45,42,-0.938820617866522,0,0,0,0,14.6473478762872,"Yes","No",1,0.918344680555488,1,0,0,-2.02228045
"TX26",40,36,-2.25758356782837,0,0,0,0,14.4362017971697,"Yes","No",1,0.63095690259618,1,0,0,-2.10805914
"TX27",38,38,-1.30454637231541,0,0,0,0,13.7629091030446,"Yes","No",1,0,0,1,0,-1.73631019
"TX29",76,74,-1.75726981361867,1,0,0,0,11.6573896388538,"No","No",0,1.53326875890389,1,1,0,-2.07056439
"TX31",48,43,1.03458948861131,0,12.3250904740715,0,0,15.7531516120969,"Yes","No",0,0.794837844546447,1,0,1,-2.19453784
"TX32",53,51,0.158261567525039,0,1.0276499789241,0,0,16.2198501975173,"Yes","No",0,1.94137329732288,0,1,0,-2.19784698
"TX33",78,75,3.2262202889184,0,0,0,0,14.259916801686,"No","Yes",1,0.693147180559945,0,0,0,-1.151247533
"TX34",60,61,2.52810617161844,0,0,0,0,13.9899350901782,"No","Yes",1,-0.0688684329990132,0,0,0,-1.73704199
"TX35",73,67,3.18298798824181,0,0,0,0,13.9744484948547,"No","Yes",0,-0.263429482063285,0,0,0,-1.682818646
"TX36",27,26,-0.271146785613209,0,0,0,0,14.5503261075685,"Yes","No",1,-0.126311522698621,1,0,0,-2.12804771
"UT01",29,31,-3.79087809410131,0,0,0,0,14.0223719595826,"Yes","No",1,0.303362749578823,0,1,0,-1.9369599
"UT02",41,41,-0.762637296221165,0,0,0,0,14.185775754651,"Yes","No",0,NA,1,1,0,-1.84275114
"UT03",28,33,-4.05089291706618,0,0,0,0,14.3202754646322,"Yes","No",1,-1.56037446458747,0,1,0,-1.076389338
"UT04",50,45,-0.55008254969156,0,-1.71503980445392,1,0,16.0403767265412,"Yes","No",0,0.817219835361558,0,0,0,-1.496862968
"VA01",45,43,-1.12970485047447,0,0,0,0,14.5457985160719,"Yes","No",1,0.329823850885172,1,1,0,-2.20816206
"VA02",51,48,0.0584740323704471,0,-0.184856694277935,1,0,15.9333795655677,"Yes","No",0,0.327101984923718,1,0,1,-2.34550833
"VA04",64,61,1.28315016268778,0,0,0,0,13.9137591165023,"No","Yes",0,0,0,0,0,-2.23084993
"VA05",47,44,0.594810303238484,1,-4.1086090062358,0,0,15.5184930233096,"No","No",1,-0.447609572692909,1,0,0,-2.60493972
"VA06",40,37,-0.827305714505615,1,0,0,0,14.1774700391075,"No","No",1,0,1,0,0,-2.18835989
"VA07",51,46,0.776781754180049,0,-0.683096073312539,0,0,16.1867454650745,"Yes","No",0,-0.123694585338305,1,0,0,-2.28260827
"VA08",76,78,3.33078207401621,0,0,0,0,14.5858511045227,"No","Yes",1,NA,0,0,0,-2.5124823
"VA09",35,28,-0.0920993256150583,0,0,0,0,14.6155199495729,"Yes","No",1,-0.192556210304175,0,0,0,-2.24224908
"VA10",56,55,-0.040209027637644,0,-0.554966013736955,0,0,16.3491414745124,"Yes","No",0,1.55565340582605,1,0,0,-2.61536417
"VA11",72,71,1.1203243040245,0,0,0,0,14.8293871329013,"No","Yes",0,-0.99495062453235,0,0,0,-2.37228756
"VT01",73,66,4.38660093165333,0,0,0,0,13.6844149506903,"No","Yes",1,NA,0,0,0,-2.15694909
"WA01",59,59,4.51250593238863,0,0,0,0,14.5734984436871,"No","Yes",0,0,0,0,0,-2.22524896
"WA03",47,46,0.361448329886219,0,-2.91967275275822,0,0,15.7008572432437,"Yes","No",0,0.0169801048481939,1,0,0,-2.41194103
"WA04",37,38,-0.887305324879054,0,0,0,0,14.3050286173441,"Yes","No",1,0.373303485719908,1,0,0,-2.04730754
"WA05",45,43,-0.0171063411320347,0,0,0,0,16.2688762435584,"Yes","No",0,-0.854454910386116,1,0,0,-2.71557363
"WA06",64,57,3.92043614031029,0,0,0,0,14.689644872038,"No","Yes",0,0,0,0,0,-1.95657769
"WA07",84,87,5.72729753220442,0,0,0,0,14.6129398138743,"No","Yes",1,-0.767019488863862,0,0,0,-3.98166139
"WA08",52,52,0.519106134279726,1,-0.0607558158851873,0,0,16.3797909624959,"No","No",1,-1.50813623446735,1,0,0,-2.10541481
"WA10",61,56,5.74118988624752,0,0,0,0,14.3090448200853,"No","Yes",0,0.336581917839408,0,0,0,-1.91463409
"WI01",43,44,1.31565817234265,1,-14.8114959985058,0,1,16.2078300184088,"No","No",1,1.04406414959564,0,0,0,-2.6722384
"WI03",60,48,2.028876253828,0,0,0,0,14.7805439824049,"No","Yes",0,-0.0181200338913273,0,0,0,-1.72383948
"WI04",78,77,NA,0,0,0,0,NA,"No","Yes",1,0.180473392764183,0,0,0,-2.75783237
"WI05",38,39,-0.299547567370703,0,0,0,0,13.3347697145939,"Yes","No",0,NA,0,0,0,-1.473017031
"WI06",45,41,0.516302656482355,0,12.6924631485519,0,0,15.5107519333201,"Yes","No",0,-0.0521826790874868,0,0,0,-1.76187478
"WI07",39,39,-3.32076825777337,0,0,0,0,15.1458977471145,"Yes","No",1,-0.288323117779838,1,0,0,-2.15105906
"WI08",36,41,-2.07404110535359,0,0,0,0,14.980623725461,"Yes","No",0,NA,0,0,0,-1.414643924
"WV01",35,28,-1.57514774685658,0,0,0,0,14.2862382500133,"Yes","No",1,0.627050642224406,1,0,0,-1.170392706
"WV02",44,31,-0.957817569876561,0,0,0,0,14.7488330268595,"Yes","No",0,-1.09861228866811,0,0,0,-1.57080767
"WV03",44,24,0.383365487034465,1,13.4267285104777,0,0,15.3830895592992,"No","No",0,-0.753776250116164,0,0,1,-2.00340216
"WY01",32,25,-2.90633776580737,0,0,0,0,13.72699626671,"Yes","No",1,NA,0,0,0,-1.108157662
